zipcode,centile,superzip,rank,city,state,adultpop,households,college,income,zip_code,latitude,longitude,city,state,county
,,,,,,,,,,92513,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92514,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92515,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92516,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92517,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92518,33.752886,-116.055617,March Air Force Base,CA,Riverside
,,,,,,,,,,92519,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92521,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92522,33.752886,-116.055617,Riverside,CA,Riverside
,,,,,,,,,,92530,33.658068,-116.649216,Lake Elsinore,CA,Riverside
,,,,,,,,,,92531,33.752886,-116.055617,Lake Elsinore,CA,Riverside
,,,,,,,,,,92532,33.752886,-116.055617,Lake Elsinore,CA,Riverside
,,,,,,,,,,92536,33.519176,-116.802625,Aguanga,CA,Riverside
,,,,,,,,,,92539,33.524988,-116.679174,Anza,CA,Riverside
,,,,,,,,,,92543,33.651652,-116.777014,Hemet,CA,Riverside
,,,,,,,,,,92544,33.617074,-116.786275,Hemet,CA,Riverside
,,,,,,,,,,92545,33.752886,-116.055617,Hemet,CA,Riverside
,,,,,,,,,,92546,33.752886,-116.055617,Hemet,CA,Riverside
,,,,,,,,,,92548,33.752886,-116.055617,Homeland,CA,Riverside
,,,,,,,,,,92549,33.741769,-116.721444,Idyllwild,CA,Riverside
,,,,,,,,,,92551,33.752886,-116.055617,Moreno Valley,CA,Riverside
,,,,,,,,,,92552,33.752886,-116.055617,Moreno Valley,CA,Riverside
,,,,,,,,,,92553,33.857218,-116.720427,Moreno Valley,CA,Riverside
,,,,,,,,,,92554,33.521993,-115.915905,Moreno Valley,CA,Riverside
,,,,,,,,,,92555,33.855098,-116.920413,Moreno Valley,CA,Riverside
,,,,,,,,,,92556,33.752886,-116.055617,Moreno Valley,CA,Riverside
,,,,,,,,,,92557,33.752886,-116.055617,Moreno Valley,CA,Riverside
,,,,,,,,,,92561,33.640142,-116.556695,Mountain Center,CA,Riverside
,,,,,,,,,,92562,33.44204,-116.861027,Murrieta,CA,Riverside
,,,,,,,,,,92563,33.752886,-116.055617,Murrieta,CA,Riverside
,,,,,,,,,,92564,33.752886,-116.055617,Murrieta,CA,Riverside
,,,,,,,,,,92567,33.628192,-116.406069,Nuevo,CA,Riverside
,,,,,,,,,,92570,33.752886,-116.055617,Perris,CA,Riverside
,,,,,,,,,,92571,33.752886,-116.055617,Perris,CA,Riverside
,,,,,,,,,,92572,33.752886,-116.055617,Perris,CA,Riverside
,,,,,,,,,,92581,33.752886,-116.055617,San Jacinto,CA,Riverside
,,,,,,,,,,92582,33.752886,-116.055617,San Jacinto,CA,Riverside
,,,,,,,,,,92583,33.752886,-116.055617,San Jacinto,CA,Riverside
,,,,,,,,,,92584,33.752886,-116.055617,Menifee,CA,Riverside
,,,,,,,,,,92585,33.752886,-116.055617,Sun City,CA,Riverside
,,,,,,,,,,92586,33.48777,-116.784521,Sun City,CA,Riverside
,,,,,,,,,,92587,33.752886,-116.055617,Sun City,CA,Riverside
,,,,,,,,,,92589,33.752886,-116.055617,Temecula,CA,Riverside
,,,,,,,,,,92590,33.752886,-116.055617,Temecula,CA,Riverside
,,,,,,,,,,92591,33.752886,-116.055617,Temecula,CA,Riverside
,,,,,,,,,,92592,33.752886,-116.055617,Temecula,CA,Riverside
,,,,,,,,,,92593,33.752886,-116.055617,Temecula,CA,Riverside
,,,,,,,,,,92595,33.752886,-116.055617,Wildomar,CA,Riverside
,,,,,,,,,,92596,33.752886,-116.055617,Winchester,CA,Riverside
,,,,,,,,,,92599,33.752886,-116.055617,Perris,CA,Riverside
,,,,,,,,,,92602,33.718018,-117.72222,Irvine,CA,Orange
,,,,,,,,,,92603,33.648871,-117.764637,Irvine,CA,Orange
,,,,,,,,,,92604,33.690475,-117.790059,Irvine,CA,Orange
,,,,,,,,,,92605,33.640302,-117.769442,Huntington Beach,CA,Orange
,,,,,,,,,,92606,33.701121,-117.817338,Irvine,CA,Orange
,,,,,,,,,,92607,33.640302,-117.769442,Laguna Niguel,CA,Orange
,,,,,,,,,,92609,,,El Toro,CA,Orange
,,,,,,,,,,92610,33.663011,-117.730745,Foothill Ranch,CA,Orange
,,,,,,,,,,92612,33.615525,-117.782805,Irvine,CA,Orange
,,,,,,,,,,92614,33.685319,-117.827913,Irvine,CA,Orange
,,,,,,,,,,92615,33.640302,-117.769442,Huntington Beach,CA,Orange
,,,,,,,,,,92616,33.640302,-117.769442,Irvine,CA,Orange
,,,,,,,,,,92618,33.641579,-117.73269,Irvine,CA,Orange
,,,,,,,,,,92619,33.66985,-117.765939,Irvine,CA,Orange
,,,,,,,,,,92620,33.691619,-117.765186,Irvine,CA,Orange
,,,,,,,,,,92623,33.686519,-117.830788,Irvine,CA,Orange
,,,,,,,,,,92624,33.455277,-117.662824,Capistrano Beach,CA,Orange
,,,,,,,,,,92625,33.599956,-117.865325,Corona Del Mar,CA,Orange
,,,,,,,,,,92626,33.6829,-117.778398,Costa Mesa,CA,Orange
,,,,,,,,,,92627,33.685069,-117.763886,Costa Mesa,CA,Orange
,,,,,,,,,,92628,33.640302,-117.769442,Costa Mesa,CA,Orange
,,,,,,,,,,92629,33.485903,-117.696366,Dana Point,CA,Orange
,,,,,,,,,,92630,33.64079,-117.693074,Lake Forest,CA,Orange
,,,,,,,,,,92637,,,Laguna Hills,CA,Orange
,,,,,,,,,,92646,33.640302,-117.769442,Huntington Beach,CA,Orange
,,,,,,,,,,92647,33.640302,-117.769442,Huntington Beach,CA,Orange
,,,,,,,,,,92648,33.640302,-117.769442,Huntington Beach,CA,Orange
,,,,,,,,,,92649,33.640302,-117.769442,Huntington Beach,CA,Orange
,,,,,,,,,,92650,33.640302,-117.769442,East Irvine,CA,Orange
,,,,,,,,,,92651,33.520941,-117.741315,Laguna Beach,CA,Orange
,,,,,,,,,,92652,33.640302,-117.769442,Laguna Beach,CA,Orange
,,,,,,,,,,92653,33.595714,-117.715535,Laguna Hills,CA,Orange
,,,,,,,,,,92654,33.601673,-117.716885,Laguna Hills,CA,Orange
,,,,,,,,,,92655,33.640302,-117.769442,Midway City,CA,Orange
,,,,,,,,,,92656,33.603459,-117.751341,Aliso Viejo,CA,Orange
,,,,,,,,,,92657,33.597128,-117.835987,Newport Coast,CA,Orange
,,,,,,,,,,92658,33.640302,-117.769442,Newport Beach,CA,Orange
,,,,,,,,,,92659,33.611198,-117.886731,Newport Beach,CA,Orange
,,,,,,,,,,92660,33.637771,-117.875189,Newport Beach,CA,Orange
,,,,,,,,,,92661,33.555291,-117.833298,Newport Beach,CA,Orange
,,,,,,,,,,92662,33.606521,-117.89274,Newport Beach,CA,Orange
,,,,,,,,,,92663,33.61837,-117.91709,Newport Beach,CA,Orange
,,,,,,,,,,92672,33.568923,-117.616082,San Clemente,CA,Orange
,,,,,,,,,,92673,33.459745,-117.625076,San Clemente,CA,Orange
,,,,,,,,,,92674,33.438428,-117.623131,San Clemente,CA,Orange
,,,,,,,,,,92675,33.530631,-117.618932,San Juan Capistrano,CA,Orange
,,,,,,,,,,92676,33.741994,-117.727416,Silverado,CA,Orange
,,,,,,,,,,92677,33.532817,-117.710262,Laguna Niguel,CA,Orange
,,,,,,,,,,92678,33.673979,-117.59457,Trabuco Canyon,CA,Orange
,,,,,,,,,,92679,33.612322,-117.595826,Trabuco Canyon,CA,Orange
,,,,,,,,,,92683,33.640302,-117.769442,Westminster,CA,Orange
,,,,,,,,,,92684,33.640302,-117.769442,Westminster,CA,Orange
,,,,,,,,,,92685,33.640302,-117.769442,Westminster,CA,Orange
,,,,,,,,,,92688,33.601944,-117.603684,Rancho Santa Margarita,CA,Orange
,,,,,,,,,,92690,33.640302,-117.769442,Mission Viejo,CA,Orange
,,,,,,,,,,92691,33.605527,-117.667923,Mission Viejo,CA,Orange
,,,,,,,,,,92692,33.575026,-117.659899,Mission Viejo,CA,Orange
,,,,,,,,,,92693,33.555323,-117.564,San Juan Capistrano,CA,Orange
,,,,,,,,,,92694,33.640302,-117.769442,Ladera Ranch,CA,Orange
,,,,,,,,,,92697,33.640302,-117.769442,Irvine,CA,Orange
,,,,,,,,,,92698,33.640302,-117.769442,Aliso Viejo,CA,Orange
,,,,,,,,,,92701,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92702,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92703,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92704,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92705,33.707568,-117.845746,Santa Ana,CA,Orange
,,,,,,,,,,92706,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92707,33.679069,-117.876789,Santa Ana,CA,Orange
,,,,,,,,,,92708,33.640302,-117.769442,Fountain Valley,CA,Orange
,,,,,,,,,,92709,33.640302,-117.769442,Irvine,CA,Orange
,,,,,,,,,,92710,33.711552,-117.809881,Irvine,CA,Orange
,,,,,,,,,,92711,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92712,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92728,33.640302,-117.769442,Fountain Valley,CA,Orange
,,,,,,,,,,92735,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92780,33.579122,-117.731534,Tustin,CA,Orange
,,,,,,,,,,92781,33.640302,-117.769442,Tustin,CA,Orange
,,,,,,,,,,92782,33.705787,-117.816189,Tustin,CA,Orange
,,,,,,,,,,92799,33.640302,-117.769442,Santa Ana,CA,Orange
,,,,,,,,,,92801,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92802,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92803,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92804,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92805,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92806,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92807,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92808,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92809,,,Anaheim,CA,Orange
,,,,,,,,,,92811,33.640302,-117.769442,Atwood,CA,Orange
,,,,,,,,,,92812,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92814,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92815,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92816,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92817,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92821,33.640302,-117.769442,Brea,CA,Orange
,,,,,,,,,,92822,33.640302,-117.769442,Brea,CA,Orange
,,,,,,,,,,92823,33.640302,-117.769442,Brea,CA,Orange
,,,,,,,,,,92825,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92831,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92832,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92833,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92834,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92835,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92836,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92837,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92838,33.640302,-117.769442,Fullerton,CA,Orange
,,,,,,,,,,92840,33.640302,-117.769442,Garden Grove,CA,Orange
,,,,,,,,,,92841,33.640302,-117.769442,Garden Grove,CA,Orange
,,,,,,,,,,92842,33.640302,-117.769442,Garden Grove,CA,Orange
,,,,,,,,,,92843,33.640302,-117.769442,Garden Grove,CA,Orange
,,,,,,,,,,92844,33.640302,-117.769442,Garden Grove,CA,Orange
,,,,,,,,,,92845,33.640302,-117.769442,Garden Grove,CA,Orange
,,,,,,,,,,92846,33.640302,-117.769442,Garden Grove,CA,Orange
,,,,,,,,,,92850,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,92856,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92857,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92859,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92860,33.752886,-116.055617,Norco,CA,Riverside
,,,,,,,,,,92861,33.640302,-117.769442,Villa Park,CA,Orange
,,,,,,,,,,92862,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92863,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92864,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92865,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92866,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92867,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92868,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92869,33.640302,-117.769442,Orange,CA,Orange
,,,,,,,,,,92870,33.640302,-117.769442,Placentia,CA,Orange
,,,,,,,,,,92871,33.640302,-117.769442,Placentia,CA,Orange
,,,,,,,,,,92877,33.752886,-116.055617,Corona,CA,Riverside
,,,,,,,,,,92878,33.752886,-116.055617,Corona,CA,Riverside
,,,,,,,,,,92879,33.752886,-116.055617,Corona,CA,Riverside
,,,,,,,,,,92880,33.752886,-116.055617,Corona,CA,Riverside
,,,,,,,,,,92881,33.752886,-116.055617,Corona,CA,Riverside
,,,,,,,,,,92882,33.752886,-116.055617,Corona,CA,Riverside
,,,,,,,,,,92883,33.752886,-116.055617,Corona,CA,Riverside
,,,,,,,,,,92885,33.640302,-117.769442,Yorba Linda,CA,Orange
,,,,,,,,,,92886,33.674044,-117.588233,Yorba Linda,CA,Orange
,,,,,,,,,,92887,33.640302,-117.769442,Yorba Linda,CA,Orange
,,,,,,,,,,92899,33.640302,-117.769442,Anaheim,CA,Orange
,,,,,,,,,,93001,34.330829,-119.358352,Ventura,CA,Ventura
,,,,,,,,,,93002,34.032383,-119.1343,Ventura,CA,Ventura
,,,,,,,,,,93003,34.230353,-119.221299,Ventura,CA,Ventura
,,,,,,,,,,93004,34.278752,-119.16509,Ventura,CA,Ventura
,,,,,,,,,,93005,34.032383,-119.1343,Ventura,CA,Ventura
,,,,,,,,,,93006,34.032383,-119.1343,Ventura,CA,Ventura
,,,,,,,,,,93007,34.032383,-119.1343,Ventura,CA,Ventura
,,,,,,,,,,93009,34.356248,-119.146228,Ventura,CA,Ventura
,,,,,,,,,,93010,34.307783,-119.084253,Camarillo,CA,Ventura
,,,,,,,,,,93011,34.032383,-119.1343,Camarillo,CA,Ventura
,,,,,,,,,,93012,34.204429,-118.974355,Camarillo,CA,Ventura
,,,,,,,,,,93013,34.405045,-119.520525,Carpinteria,CA,Santa Barbara
,,,,,,,,,,93014,34.262834,-119.848555,Carpinteria,CA,Santa Barbara
,,,,,,,,,,93015,34.393387,-118.864285,Fillmore,CA,Ventura
,,,,,,,,,,93016,34.032383,-119.1343,Fillmore,CA,Ventura
,,,,,,,,,,93020,34.032383,-119.1343,Moorpark,CA,Ventura
,,,,,,,,,,93021,34.301347,-118.901098,Moorpark,CA,Ventura
,,,,,,,,,,93022,34.412169,-119.292335,Oak View,CA,Ventura
,,,,,,,,,,93023,34.478806,-119.25876,Ojai,CA,Ventura
,,,,,,,,,,93024,34.032383,-119.1343,Ojai,CA,Ventura
,,,,,,,,,,93030,34.224892,-119.17749,Oxnard,CA,Ventura
,,,,,,,,,,93031,34.032383,-119.1343,Oxnard,CA,Ventura
,,,,,,,,,,93032,34.032383,-119.1343,Oxnard,CA,Ventura
,,,,,,,,,,93033,34.154141,-119.131326,Oxnard,CA,Ventura
,,,,,,,,,,93034,34.032383,-119.1343,Oxnard,CA,Ventura
,,,,,,,,,,93035,34.221157,-119.202365,Oxnard,CA,Ventura
,,,,,,,,,,93040,34.435224,-118.785517,Piru,CA,Ventura
,,,,,,,,,,93041,34.148893,-119.15458,Port Hueneme,CA,Ventura
,,,,,,,,,,93042,34.113389,-119.112432,Point Mugu Nawc,CA,Ventura
,,,,,,,,,,93043,34.162124,-119.207364,Port Hueneme Cbc Base,CA,Ventura
,,,,,,,,,,93044,34.032383,-119.1343,Port Hueneme,CA,Ventura
,,,,,,,,,,93060,34.364943,-119.085704,Santa Paula,CA,Ventura
,,,,,,,,,,93061,34.032383,-119.1343,Santa Paula,CA,Ventura
,,,,,,,,,,93062,34.032383,-119.1343,Simi Valley,CA,Ventura
,,,,,,,,,,93063,34.292301,-118.82033,Simi Valley,CA,Ventura
,,,,,,,,,,93064,34.258203,-118.710724,Brandeis,CA,Ventura
,,,,,,,,,,93065,34.272162,-118.733903,Simi Valley,CA,Ventura
,,,,,,,,,,93066,34.304034,-119.039305,Somis,CA,Ventura
,,,,,,,,,,93067,34.422045,-119.592561,Summerland,CA,Santa Barbara
,,,,,,,,,,93093,34.032383,-119.1343,Simi Valley,CA,Ventura
,,,,,,,,,,93094,34.032383,-119.1343,Simi Valley,CA,Ventura
,,,,,,,,,,93099,34.032383,-119.1343,Simi Valley,CA,Ventura
,,,,,,,,,,93101,34.421897,-119.707135,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93102,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93103,34.430908,-119.626863,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93105,34.508099,-119.868622,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93106,34.432896,-119.837072,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93107,34.421795,-119.863722,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93108,34.437795,-119.615862,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93109,34.406997,-119.723668,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93110,34.539027,-119.906198,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93111,34.453046,-119.798472,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93116,34.262834,-119.848555,Goleta,CA,Santa Barbara
,,,,,,,,,,93117,34.503802,-120.038806,Goleta,CA,Santa Barbara
,,,,,,,,,,93118,34.262834,-119.848555,Goleta,CA,Santa Barbara
,,,,,,,,,,93120,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93121,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93130,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93140,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93150,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93160,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93190,34.262834,-119.848555,Santa Barbara,CA,Santa Barbara
,,,,,,,,,,93199,34.262834,-119.848555,Goleta,CA,Santa Barbara
,,,,,,,,,,93201,35.85829,-119.303735,Alpaugh,CA,Tulare
,,,,,,,,,,93202,36.316529,-119.704594,Armona,CA,Kings
,,,,,,,,,,93203,35.311064,-118.659604,Arvin,CA,Kern
,,,,,,,,,,93204,36.003134,-120.128716,Avenal,CA,Kings
,,,,,,,,,,93205,35.569608,-118.487681,Bodfish,CA,Kern
,,,,,,,,,,93206,35.294405,-118.905173,Buttonwillow,CA,Kern
,,,,,,,,,,93207,35.881776,-118.656086,California Hot Springs,CA,Tulare
,,,,,,,,,,93208,36.139789,-118.694576,Camp Nelson,CA,Tulare
,,,,,,,,,,93210,36.247025,-120.381432,Coalinga,CA,Fresno
,,,,,,,,,,93212,36.067399,-119.622634,Corcoran,CA,Kings
,,,,,,,,,,93215,35.294405,-118.905173,Delano,CA,Kern
,,,,,,,,,,93216,35.294405,-118.905173,Delano,CA,Kern
,,,,,,,,,,93218,36.082002,-119.036316,Ducor,CA,Tulare
,,,,,,,,,,93219,35.875918,-119.262323,Earlimart,CA,Tulare
,,,,,,,,,,93220,35.357018,-118.810069,Edison,CA,Kern
,,,,,,,,,,93221,36.344716,-119.088371,Exeter,CA,Tulare
,,,,,,,,,,93222,35.294405,-118.905173,Frazier Park,CA,Kern
,,,,,,,,,,93223,36.304981,-119.202664,Farmersville,CA,Tulare
,,,,,,,,,,93224,35.294405,-118.905173,Fellows,CA,Kern
,,,,,,,,,,93225,35.674205,-118.475381,Frazier Park,CA,Kern
,,,,,,,,,,93226,35.73296,-118.709978,Glennville,CA,Kern
,,,,,,,,,,93227,36.357151,-119.425371,Goshen,CA,Tulare
,,,,,,,,,,93230,36.220468,-119.71776,Hanford,CA,Kings
,,,,,,,,,,93232,36.138861,-119.894727,Hanford,CA,Kings
,,,,,,,,,,93234,36.207165,-120.103363,Huron,CA,Fresno
,,,,,,,,,,93235,36.375844,-119.134101,Ivanhoe,CA,Tulare
,,,,,,,,,,93237,36.472713,-118.902899,Kaweah,CA,Tulare
,,,,,,,,,,93238,35.708701,-118.405385,Kernville,CA,Kern
,,,,,,,,,,93239,36.005488,-120.027031,Kettleman City,CA,Kings
,,,,,,,,,,93240,35.668987,-118.457002,Lake Isabella,CA,Kern
,,,,,,,,,,93241,35.405369,-118.699098,Lamont,CA,Kern
,,,,,,,,,,93242,36.445649,-119.696386,Laton,CA,Fresno
,,,,,,,,,,93243,34.881773,-118.856562,Lebec,CA,Kern
,,,,,,,,,,93244,36.496901,-118.99412,Lemon Cove,CA,Tulare
,,,,,,,,,,93245,36.268194,-119.817274,Lemoore,CA,Kings
,,,,,,,,,,93246,36.138861,-119.894727,Lemoore,CA,Kings
,,,,,,,,,,93247,36.073033,-119.129166,Lindsay,CA,Tulare
,,,,,,,,,,93249,35.294405,-118.905173,Lost Hills,CA,Kern
,,,,,,,,,,93250,35.674813,-118.489938,Mc Farland,CA,Kern
,,,,,,,,,,93251,35.294405,-118.905173,Mc Kittrick,CA,Kern
,,,,,,,,,,93252,35.294405,-118.905173,Maricopa,CA,Kern
,,,,,,,,,,93254,34.922283,-119.590275,New Cuyama,CA,Santa Barbara
,,,,,,,,,,93255,35.63952,-117.988136,Onyx,CA,Kern
,,,,,,,,,,93256,35.959881,-119.13645,Pixley,CA,Tulare
,,,,,,,,,,93257,35.973777,-118.703592,Porterville,CA,Tulare
,,,,,,,,,,93258,36.033126,-119.007265,Porterville,CA,Tulare
,,,,,,,,,,93260,35.819334,-118.730136,Posey,CA,Tulare
,,,,,,,,,,93261,35.805046,-119.131527,Richgrove,CA,Tulare
,,,,,,,,,,93262,36.36444,-118.722755,Sequoia National Park,CA,Tulare
,,,,,,,,,,93263,35.763646,-118.435693,Shafter,CA,Kern
,,,,,,,,,,93265,36.126506,-118.928478,Springville,CA,Tulare
,,,,,,,,,,93266,36.189441,-119.851865,Stratford,CA,Kings
,,,,,,,,,,93267,36.137375,-119.039111,Strathmore,CA,Tulare
,,,,,,,,,,93268,35.703306,-118.413077,Taft,CA,Kern
,,,,,,,,,,93270,35.904767,-119.044239,Terra Bella,CA,Tulare
,,,,,,,,,,93271,36.435485,-118.82759,Three Rivers,CA,Tulare
,,,,,,,,,,93272,36.005985,-119.333512,Tipton,CA,Tulare
,,,,,,,,,,93274,36.133527,-119.299856,Tulare,CA,Tulare
,,,,,,,,,,93275,36.26699,-118.776902,Tulare,CA,Tulare
,,,,,,,,,,93276,35.294405,-118.905173,Tupman,CA,Kern
,,,,,,,,,,93277,36.13188,-119.355559,Visalia,CA,Tulare
,,,,,,,,,,93278,36.126621,-118.819365,Visalia,CA,Tulare
,,,,,,,,,,93279,36.393615,-119.118982,Visalia,CA,Tulare
,,,,,,,,,,93280,35.467934,-118.704037,Wasco,CA,Kern
,,,,,,,,,,93282,36.129557,-119.516076,Waukena,CA,Tulare
,,,,,,,,,,93283,35.54194,-118.578135,Weldon,CA,Kern
,,,,,,,,,,93285,35.472296,-118.552613,Wofford Heights,CA,Kern
,,,,,,,,,,93286,36.465943,-119.122283,Woodlake,CA,Tulare
,,,,,,,,,,93287,35.608372,-118.79575,Woody,CA,Kern
,,,,,,,,,,93291,36.184014,-119.363349,Visalia,CA,Tulare
,,,,,,,,,,93292,36.19457,-119.228324,Visalia,CA,Tulare
,,,,,,,,,,93301,35.483501,-119.007662,Bakersfield,CA,Kern
,,,,,,,,,,93302,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93303,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93304,35.332109,-119.022134,Bakersfield,CA,Kern
,,,,,,,,,,93305,35.385489,-118.985984,Bakersfield,CA,Kern
,,,,,,,,,,93306,35.413048,-118.867478,Bakersfield,CA,Kern
,,,,,,,,,,93307,35.105383,-118.716613,Bakersfield,CA,Kern
,,,,,,,,,,93308,35.567657,-118.892932,Bakersfield,CA,Kern
,,,,,,,,,,93309,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93311,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93312,35.240577,-118.917413,Bakersfield,CA,Kern
,,,,,,,,,,93313,35.27581,-119.013543,Bakersfield,CA,Kern
,,,,,,,,,,93380,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93381,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93382,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93383,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93384,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93385,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93386,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93387,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93388,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93389,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93390,35.294405,-118.905173,Bakersfield,CA,Kern
,,,,,,,,,,93401,35.265573,-120.62122,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93402,35.301041,-120.794897,Los Osos,CA,San Luis Obispo
,,,,,,,,,,93403,35.347065,-120.455345,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93405,35.363067,-120.703455,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93406,35.347065,-120.455345,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93407,35.347065,-120.455345,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93408,35.347065,-120.455345,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93409,35.221085,-120.636399,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93410,35.347065,-120.455345,San Luis Obispo,CA,San Luis Obispo
,,,,,,,,,,93412,35.347065,-120.455345,Los Osos,CA,San Luis Obispo
,,,,,,,,,,93420,35.292432,-120.655743,Arroyo Grande,CA,San Luis Obispo
,,,,,,,,,,93421,35.347065,-120.455345,Arroyo Grande,CA,San Luis Obispo
,,,,,,,,,,93422,35.464793,-120.712459,Atascadero,CA,San Luis Obispo
,,,,,,,,,,93423,35.428241,-120.769493,Atascadero,CA,San Luis Obispo
,,,,,,,,,,93424,35.190349,-120.717769,Avila Beach,CA,San Luis Obispo
,,,,,,,,,,93426,35.907585,-120.937371,Bradley,CA,Monterey
,,,,,,,,,,93427,34.635927,-120.201469,Buellton,CA,Santa Barbara
,,,,,,,,,,93428,35.587748,-120.954454,Cambria,CA,San Luis Obispo
,,,,,,,,,,93429,34.845765,-120.534979,Casmalia,CA,Santa Barbara
